Tid (s),C1,C2
586,53.7,47
587,48.7,43.9
588,48.5,42.6
589,51.6,42.8
590,51.1,44.4
591,55,47.9
592,56.2,47.3
593,55.9,47.8
594,53.1,46.6
595,54.3,46.1
596,55.1,46.6
597,51.7,46.3
598,50.4,45
599,50.1,46.2
600,49,45.5
601,48.9,45.2
602,49.1,45.5
603,48.8,47.3
604,49.1,51.4
605,49.8,54.5
606,49.6,54.6
607,50.3,57.7
608,48.7,54
609,55.3,50.7
610,55.8,50.6
611,55.5,49.7
612,56.7,49.6
613,55.3,48.8
614,52.1,47.4
615,55.2,47.9
616,53.7,46.4
617,56.2,47.8
618,54.6,48
619,54.2,48.7
620,55.5,48
621,53.8,47.3
622,53.3,45.5
623,51.6,45.1
624,50.3,43.4
625,51.2,42
626,52.1,43.4
627,55.2,45.4
628,51.7,43.9
629,53.6,44.2
630,55.3,45.9
631,55.7,46.9
632,54.5,45.7
633,50.9,45.4
634,49.7,42.8
635,56.2,45.6
636,57.2,46.9
637,55.7,46.8
638,55.6,45.6
639,56.3,46.3
640,55.3,46.4
641,55.9,46
642,54,46.4
643,55.1,45.5
644,56.1,43.7
645,56.1,45.7
646,57.3,45.5
647,54.6,45.5
648,51.2,42.5
649,49.7,41.3
650,55.1,43.5
651,53.1,43.7
652,55.7,44.8
653,51.3,44.4
654,51,42.7
655,50.2,42.2
656,53.4,43.6
657,58.9,46.9
658,58,47.8
659,57.6,47.6
660,56.6,47
661,56.1,46.8
662,57.2,46.8
663,58.5,47.9
664,58.8,48.1
665,59.6,49
666,57.8,48.1
667,55.3,46.8
668,52.7,44.7
669,57.1,45.9
670,57.2,47.7
671,57,47.7
672,58,48.1
673,59.6,49.4
674,60,49.9
675,59.1,49.7
676,57.6,48.6
677,55.3,46.7
678,54.4,46
679,57.5,48.2
680,57.2,47.8
681,60,50
682,61.8,51.6
683,58.6,51
684,55.3,48.7
685,53.6,46.2
686,51.4,44
687,55,45
688,59,48.1
689,57.8,48.7
690,58.8,48.5
691,59.1,48.6
692,58.7,48.6
693,57.4,48.4
694,55,46.9
695,52.5,44.6
696,52.2,43.1
697,55.9,44.3
698,57.5,46.9
699,57.9,48.2
700,58.7,48
701,57.4,47.8
702,57.4,47.5
703,55.1,46.5
704,57.7,46.8
705,58.1,47.5
706,57.5,48
707,61.2,49.2
708,65.4,53.3
709,68.9,57.6
710,70.7,60.2
711,69.2,59.9
712,67.3,58.3
713,65,56.4
714,62.3,54
715,60,52.4
716,58.3,50.3
717,55.6,47.6
718,53.7,45.1
719,53.1,43.4
720,52.4,43.7
721,50.4,42.7
722,51.3,42.6
723,50.1,41.6
724,49.9,40.9
725,48.4,41.2
726,50,42.6
727,58.4,48.6
728,63,52.2
729,63,53.8
730,61.4,53.1
731,60.5,52
732,58.7,50.5
733,56.7,49.2
734,57.4,48.9
735,58.5,49.2
736,57.1,49
737,57.3,48.8
738,56.6,48.5
739,56.5,49.2
740,56.9,49.1
741,56.9,49.1
742,54.4,48.9
743,56,48.5
744,57.1,49.5
745,58.7,49.9
746,56.7,50.9
747,56.6,48
748,57.3,49.4
749,52.8,47.6
750,55.4,49.5
751,55.7,49
752,56.6,50.5
753,56.6,48.6
754,56.4,52.5
755,58.4,48.8
756,57.1,49.4
757,56.9,51.5
758,56.2,49.3
759,58.7,48.4
